"date","message","Number of files","Number of lines","0 - Ruby","1 - YAML","2 - ERB","3 - SASS","4 - JavaScript"
"2014-03-11 14:30:22 +0000","Extract and enhance document finder JS to make more generic  The primary change here is to also set the edition_id as well as the document_id if the input field is present. This will allow the code to be reused when linking statistical release announcements to editions.","2282","147063","72707","32002","14121","12235","9706"
"2014-03-18 11:54:06 +0000","Merge pull request #1342 from alphagov/sanitize-document-filter-params  Sanitize document filter params  This adds more thorough whitelisting and cleaning of document filter params to reduce the number of exceptions raised by script kidies sending requests with strange parameters. It uses strong parameters to filter out unwanted and incorrectly specified document filter params and encapsulates everything inside a new class: Whitehall:DocumentFilter::CleanedParams.  Tracker: https://www.pivotaltracker.com/story/show/67544398","2269","146738","72318","32002","14062","12368","9696"
"2014-03-10 16:52:34 +0000","Change ""Detailed guidance"" to ""Guidance""  User and Editor feedback was that the term detailed guidance was confusing.","2267","146544","72251","32002","14057","12246","9696"
"2014-03-13 17:15:39 +0000","Prevent sporadic test failures  These tests occasionally fail because all the editions share the same created_at timestamp, which means the order that they are returned in by all_published_editions_in_creation_order is non-deterministic. These changes to the test fixtures ensure the timestamps better reflect when they should have been created.","2266","146685","72264","32002","14062","12368","9696"
"2014-03-12 14:34:01 +0000","Add Notice and Decision publication subtypes.  The user need for this comes from specialists trying to find environment agency content.","2266","146058","72196","31426","14068","12377","9696"
"2014-03-10 14:47:41 +0000","Rescue exceptions during scheduled publishing  Another temporary fix to ensure that scheduled publishing does not fail. We rescue exceptions raised by listeners but make sure to log them with our exception logging in production. Exceptions are still raised in non-production environments so stuff doesn't accidentally fall through the cracks.  This is still far from ideal because a listener failing with an exception will result in all subsequent listeners failing to be notified. We should do two things:  1. Replace the existing fanout notifier with one that will gracefully handle individual listeners falling over. 2 Update listeners to handle their own common errors better.","2265","146025","72176","31414","14067","12377","9696"
"2014-03-07 16:07:27 +0000","Merge pull request #1299 from alphagov/see-all-latest  See all latest documents  https://www.pivotaltracker.com/story/show/65620588","2262","146090","72339","31365","14059","12351","9678"
"2014-03-06 17:05:46 +0000","Remove duplication from Whitehall.searchable_classes  Both SupportingPage and DocumentCollection are now edition classes, so do not need to be present in additional_classes","2255","145669","71954","31365","14023","12351","9678"
"2014-02-27 12:33:07 +0000","Merge pull request #1290 from alphagov/allow-document-collections-to-associate-with-topical-events  DocumentCollections can be featured on TopicalEvents  https://www.pivotaltracker.com/story/show/66367608","2258","145625","71895","31316","14053","12344","9719"
"2014-02-21 14:58:31 +0000","More WO & WL pages covered  - World Location Pages set Organisations customVar with identifiers for all related organisations and their sponsoring organisations - Worldwide Organisation pages include sponsoring organisations in Organisations customVar","2258","145409","71932","31316","14051","12128","9684"
"2014-02-20 15:46:38 +0000","Fix spacing for content dash-lists for mobile and tablet  Re task 40 https://www.pivotaltracker.com/story/show/65640954","2248","145397","71736","31316","14046","12317","9684"
"2014-02-12 16:12:51 +0000","Task 19 /<org show pages>/ sections under Documents header float for tablet as well as desktop.","2248","145277","71736","31316","14046","12197","9684"
"2014-02-20 13:26:52 +0000","Merge pull request #1279 from alphagov/remove-exception-notification  Remove ExceptionNotifier completely","2248","145213","71736","31316","14051","12128","9684"
"2014-02-18 19:58:32 +0000","Merge branch 'build-10760-hotfix'","2247","145058","71686","31218","14044","12128","9684"
"2014-02-17 12:13:38 +0000","Merge pull request #1261 from alphagov/65015464-file-attachments-bug-II  https://www.pivotaltracker.com/story/show/65015464  Fix file attachment bugs","2234","144789","71441","31218","14020","12128","9684"
"2014-02-04 09:42:21 +0000","Fix bug that causes exceptions when file is blank  Downcasing a non-existant filename was causing problems.","2233","144682","71280","31218","14023","12179","9684"
"2014-02-11 15:10:54 +0000","Make class methods instance methods  I couldn't see any reason why these methods in particular were class methods.","2233","144643","71241","31218","14023","12179","9684"
"2014-02-11 15:18:14 +0000","Move translation link test into pub controller test  This test wasn't working simply because there was no available route for the tested controller action.  Why we are doing view tests in an abstract controller I've got no idea. I can only assume it's because <%= random_legacy_reason %>.","2232","142437","71092","29160","14024","12179","9684"
"2014-02-04 05:49:01 -0800","Merge pull request #1243 from alphagov/fix-attachment-type-data  Ensure all attachment records have a type set","2230","142370","71024","29160","14025","12179","9684"
"2014-01-29 16:33:45 +0000","Allow archived attachments to be viewed  AttachmentVisibility was only allowing attachments for published editions to be accessed for non-logged in users.  This commit adds a publicly_visible Edition scope which includes both published and archived editions.","2228","142406","70952","29159","14060","12173","9708"
"2014-01-22 11:24:54 +0000","DocumentFilter::Description handles policy feeds  And simplified the feed url matching a bit.","2225","142285","70884","29159","14025","12179","9684"
"2014-01-09 14:26:10 +0000","Refactor Description#text","2224","142016","70624","29159","14016","12179","9684"
"2014-01-23 17:21:47 +0000","Raise on unpermitted params  we want to know about any errors quickly so we can fix them","2228","142351","70897","29159","14060","12173","9708"
"2014-01-15 12:34:51 +0000","Permitted params on Admin::OrganisationTranslationsController","2226","142137","70683","29159","14060","12173","9708"
"2014-01-23 12:11:29 +0000","Remove dryrun from data migration.","2226","142098","70620","29159","14061","12173","9731"
"2014-01-15 07:59:42 -0800","Merge pull request #1217 from alphagov/61474462-rename-topic-multivariate-test  Add multivariate test for menu topic text  https://www.pivotaltracker.com/s/projects/367813/stories/61474462","2222","141800","70324","29159","14061","12173","9729"
"2014-01-09 11:36:12 +0000","Move form stuff from global init to forms helper","2222","141775","70298","29159","14095","12171","9698"
"2013-12-18 12:08:50 +0000","Remove another unused partial","2218","141758","70298","29159","14149","12171","9627"
"2014-01-10 16:01:00 +0000","Add user org name to admin dashboard when org acronym not present  https://www.pivotaltracker.com/story/show/63455432","2215","141691","70207","29159","14190","12162","9619"
"2014-01-09 16:07:45 +0000","Fix .../consultations redirect","2213","141663","70242","29159","14178","12145","9585"
"2014-01-08 17:28:40 +0000","Upgrade delayed_job gem to 4.0.0  Required for Rails 4 compatibility","2209","141302","70242","29159","14178","11784","9585"
"2013-10-11 12:30:16 +0100","Add tidy for attachments in govsepak","2214","141667","70248","29159","14178","12143","9585"
"2014-01-06 05:00:56 -0800","Merge pull request #1185 from alphagov/bump_logstasher  Bump logstasher to 0.4.1","2209","141503","70342","29165","14216","11841","9585"
"2013-12-18 12:46:59 +0000","Update rake and get rid of unnecessary patch  There is no longer any need to lock to an outdated version of rake.","2202","141263","70231","29165","14252","11830","9429"
"2013-12-18 10:31:48 +0000","Remove unnecessary assignment in view","2204","141399","70368","29165","14251","11830","9429"
"2013-12-17 03:22:03 -0800","Merge pull request #1164 from alphagov/62269986-atom-feeds-on-topical-events  Reinstate atom feeds on topical events  [Delivers https://www.pivotaltracker.com/story/show/62269986]","2197","140990","70014","29165","14196","11830","9429"
"2013-12-10 16:18:40 +0000","Basic mappings exporter","2191","140740","69829","29165","14131","11830","9429"
"2013-12-12 14:22:59 +0000","Stop accepting nested attributes for attachments  Now that all attachment editing is done via the admin attachments controller we no longer need to accept nested attributes. This removes the nested attributes and all tests which was checking that behaviour.","2190","140677","69727","29165","14170","11830","9429"
"2013-12-13 09:44:26 +0000","Add organisation chart url to Organisation model","2187","140806","69940","29116","14138","11827","9429"
"2013-12-05 11:54:15 +0000","Fix tests broken by attachment>attachable validation","2182","140731","69871","29116","14132","11827","9429"
"2013-12-05 17:29:54 +0000","Handle timeouts and 502s from GDS API  We receive dozens of exception notifications every day because rummager search requests are timing out. This will prevent the notifications being sent, whilst ensuring a 500 response is still returned so that cached results can be served in production.  This is definitely masking the symptom rather than fixing the cause, but as things stand, legitimate exceptions are getting lost in the noise.","2178","140531","69675","29116","14131","11824","9429"
"2013-12-05 06:45:43 -0800","Merge pull request #1119 from alphagov/61314162-change-notes-for-supporting-pages  Ready for merging now - 61314162 change notes for supporting pages  https://www.pivotaltracker.com/story/show/61314162","2180","140580","69697","29116","14144","11824","9438"
"2013-11-28 17:15:07 +0000","Include supporting page changes in history","2178","140460","69618","29116","14117","11824","9424"
"2013-12-03 12:33:21 +0000","rake task to cleanup supporting pages","2167","140075","69320","29116","14088","11808","9382"
"2013-11-22 17:21:30 +0000","Remove ability to edit user organisation & email  Also tighten up the mass assignment protection for User and fix a few tests that were using User.create and falling foul of the new changes.","2167","139826","69074","29116","14085","11808","9382"
"2013-11-28 14:37:34 +0000","Fix comparison of AuditEntry objects  The <=> method incorrectly used assignment when trying to check if the sort_priority of the two objects was equal.  I've updated it to use a simpler approach for multi-field sorting by putting the comparison fields into arrays and comparing those. I've also removed the object comparison as the <=> method inherited from ActiveRecord::Base returns nil if the records aren't the same class breaking the sort.","2165","139830","69076","29116","14087","11808","9382"
"2013-11-26 16:18:28 +0000","Fix broken requests","2160","139667","68963","29116","14070","11775","9382"
"2013-11-19 12:19:58 +0000","Footnote only allowed on Publication HtmlAttachments  Commit also modifies SafeHtmlValidator to set @record instead of passing it round as method arguments.","2160","139678","68983","29116","14070","11766","9382"
"2013-11-25 10:34:09 +0000","Ensure we handle malformed CSV files","2159","139657","69017","29116","14035","11737","9391"
"2013-11-22 13:17:54 +0000","Update speaker copy to read - Speaker does not have a profile on GOV.UK (eg the Queen)  https://www.pivotaltracker.com/story/show/61274508","2148","139014","68536","29116","13947","11663","9391"
"2013-11-15 09:23:53 +0000","Code style","2149","138883","68407","29116","13945","11663","9391"
"2013-11-20 08:41:20 -0800","Merge pull request #1046 from alphagov/command-act-paper-filter  https://www.pivotaltracker.com/story/show/42624263  Command & Act paper filter","2146","138917","68439","29116","13947","11663","9391"
"2013-11-19 11:15:23 +0000","Document filter remove button has cursor  also removes unwanted class from mustache template for document filter.","2146","138875","68398","29116","13947","11663","9390"
"2013-11-15 12:33:35 +0000","Add comma to number of filter results","2148","138653","68275","29116","13896","11648","9366"
"2013-11-15 03:10:42 -0800","Merge pull request #1052 from alphagov/60236018-fix-type-filter-clearing-world-location  https://www.pivotaltracker.com/s/projects/367813/stories/60236018  Fix admin document filters clearing world location","2148","138587","68266","29067","13890","11684","9325"
"2013-11-14 12:03:52 +0000","Remove redundant edition workflow tests  The publish, force_publish and delete actions are all tested by the service objects. Having these tests is redundant and could encourage future developers to use the methods directly, which would be bad.","2148","138579","68260","29067","13890","11682","9325"
"2013-11-13 14:33:32 +0000","Add Feature#end! method to end a feature","2147","138586","68269","29067","13889","11681","9325"
"2013-11-05 09:00:58 +0000","Migrate old supporting page records to editions  The old supporting pages table is left untouched.  Attachments have been updated (not copied) to point to the new supporting page editions.","2145","138465","68147","29067","13890","11681","9325"
"2013-11-04 13:59:25 +0000","Default alternate provider org to user's org.","2139","138356","68021","29067","13907","11681","9325"
"2013-11-01 14:29:44 +0000","Remove non-Rails code from AuthorityTestHelper","2140","138703","68346","29067","13929","11681","9325"
"2013-10-31 15:53:46 +0000","Change SP admin routes and paths.","2135","138823","68460","29067","13947","11669","9325"
"2013-11-11 09:58:42 +0000","Whitespace.","2132","138799","68512","29067","13918","11661","9286"
"2013-11-07 10:27:06 -0800","Merge pull request #1003 from alphagov/clearer-admin-change-notes  Clearer change notes for admin  https://www.pivotaltracker.com/story/show/56857726","2129","138582","68305","29067","13918","11651","9286"
"2013-10-31 11:46:34 +0000","Column opening/closing_on replaced with x/x_at date time attrs.  • Renames attributes closing_on to closing_at, and opening_on to opening_at • Modifies date select in admin to include time • Front-end now displays time in ordinal_long format • Expiring consultation cache when they open / close • Consultation scopes compare to Time.zone.now instead of Date.today • Renames Consultation validation to validate_closes_after_opens • Adds tests for PublicationesquePresenter#time_until_closure and changes it to handle times • Modifies some other tests involving consultations to use times","2114","138072","67982","29067","13835","11574","9259"
"2013-11-04 16:19:56 +0000","Failing feature for consolidating edition  New behaviour where consolidated editions are automatically redirected to the alternative url","2117","138274","67892","29067","13835","11574","9259"
"2013-11-04 16:26:50 +0000","Add router registration service listeners  When publishing or force publishing, a DetailedGuide should be indexed in the router. When a DetailedGuide is unpublished, it should be removed from the router.","2111","137988","67607","29066","13835","11574","9259"
"2013-10-30 17:56:35 +0000","Simplify resetting version number after unpublish  The decrement_version_number method is used when unpublishing a document to put the version number back to it's pre-published state. So what we actually want to do is reset it, rather than decrement it. This is as simple as setting it the version number of the previous edition, or nil if one doesn't exist. I've repurposed the edition_to_diff_against method to retrieve the previous edition.","2110","138054","67685","29066","13838","11559","9259"
"2013-10-22 10:40:15 +0100","Add pub/sub for callbacks to subscribers","2105","138400","68029","29066","13840","11559","9259"
"2013-10-23 11:10:02 +0100","Implement HtmlAttachment#extracted_text for indexing","2102","138232","67886","29066","13820","11559","9259"
"2013-09-09 18:28:46 +0000","Migrate HtmlVersion to HtmlAttachment","2110","138527","68188","29066","13809","11559","9263"
"2013-10-14 15:01:23 +0100","Admin can reorder and assign groups of documents in a collection by drag-dropping.","2102","138433","68091","29066","13810","11558","9266"
"2013-10-23 15:46:43 +0100","Public Bodies 2013 report  This is imported with `bundle exec rake public_bodies:import[filename,2013].","2265","141441","71210","29066","13804","11549","9170"
"2013-10-04 13:29:32 +0100","WIP Rely on Whitehall::Authority for publishing perms  As with access limiting, the rules that govern whether a user can publish or force publish an edition are (mostly) present and correct in Whitehall::Authority. This removes any knowledge of the users publishing permissions from the Edition model as we can rely on the controller to guard based on permissions.  The one exception was the permission on publishing a scheduled edition. This is what guards that only the scheduled publishing robot can publish scheduled editions. I've updated the EditionRules to reflect this.  NOTE: There is work remaining here and that is to prise apart publishing and force publishing so that they are separate transitions rather than force publishing being an option that is passed to the publish_as method. This is so that we can have separate Edition#can_publish? and  Edition#can_force_publish? to verify that the edition is in an appropriate state to perform the action","2264","141371","71290","28966","13771","11532","9170"
"2013-10-21 14:17:37 +0100","Fixed javascript_helper_test.rb...  and added a test to ensure helper returns an html_safe string.","2267","141706","71587","28966","13772","11532","9207"
"2013-10-18 13:07:22 +0100","Add attachment fixer test for bad created_at case","2259","141038","71251","28966","13770","11532","9169"
"2013-10-16 12:35:47 +0100","Hide ways to respond when consultation is exteranl  https://www.pivotaltracker.com/story/show/56228936","2256","140715","70927","28966","13759","11544","9169"
"2013-10-14 14:29:24 +0100","Show top tasks in topic admin show page  https://www.pivotaltracker.com/story/show/53342821","2245","139695","70211","28673","13761","11531","9169"
"2013-10-14 11:43:18 +0100","[DC] Remove redundant check on #published_document_collections  This is always an array from the #map#compact.","2230","139708","70132","28917","13648","11537","9125"
"2013-10-03 16:03:23 +0100","Add admin/contact_translations_controller#update","2249","139877","70363","28673","13791","11531","9169"
"2013-10-11 13:52:09 +0100","Fix the hosts for organisations' web_urls in API  The organisations API correctly returned the web_url for an organisation using the public host, but those for child and parent organisations were incorrectly using the API host. This commit makes all web_urls returned by the organisations API use the public host.","2242","139595","70172","28624","13749","11531","9169"
"2013-10-10 09:52:08 +0100","Add new policies responsible string when no person  The existing translation key would result in ""under the responsibility of No one is assigned to this role as {%role}"" when a ministerial role didn't have a person in it.","2230","139192","69776","28673","13738","11531","9125"
"2013-10-09 15:09:04 +0100","Corrected a test","2229","134856","69904","24292","13713","11509","9088"
"2013-10-04 09:47:59 +0100","Add format advice for main types.","2228","136121","69745","25670","13719","11531","9107"
"2013-10-08 05:33:56 -0700","Merge pull request #906 from alphagov/52381589-filter-by-date-range  Ability to filter the document lists on frontend by date range not before/after  https://www.pivotaltracker.com/story/show/52381589","2224","134735","69738","24292","13705","11524","9127"
"2013-10-07 03:51:23 -0700","Merge pull request #913 from alphagov/html-pub-contents-design-tweak  Adjust style of HTML publication contents","2218","134503","69545","24292","13672","11519","9129"
"2013-10-02 13:59:23 +0100","More work to make tests pass doc series->collection rename","2198","133616","70127","24409","13622","11465","7647"
"2013-10-01 16:35:38 +0100","Display the date filters used  calling the date field date_ from/to as to_date is a reserved.  Fix filters  Update tests to use Chronic and new formatting","2218","134575","69594","24292","13731","11488","9121"
"2013-09-30 08:40:59 -0700","Merge pull request #896 from alphagov/allow-multiple-teams-on-policies  https://www.pivotaltracker.com/story/show/35911183  Allow multiple teams on policies","2218","134788","69783","24292","13739","11499","9129"
"2013-09-27 16:17:57 +0100","Change link urls in tests","2198","133311","69860","24287","13685","11486","7647"
"2013-09-26 15:44:26 +0100","Fix Whitehall#url_maker to use the correct protocol","2209","133313","69809","24287","13733","11473","7665"
"2013-09-26 03:16:54 -0700","Merge pull request #859 from alphagov/52623681-validation-on-unpublishing  Tracker: https://www.pivotaltracker.com/story/show/52623681  Merging. Pull request queue is getting out of hand. Will hopefully find time to come back to this.","2195","133312","69877","24287","13689","11466","7647"
"2013-09-25 10:37:02 +0100","DRY up classifications#index","2198","133219","69778","24290","13738","11440","7647"
"2013-09-19 16:01:41 +0100","Removed document series index.","2197","133321","69929","24287","13647","11465","7647"
"2013-09-23 14:35:09 +0100","Remove unused UploadsControllerHelper","2193","133199","69785","24287","13689","11465","7647"
"2013-09-19 13:39:04 -0700","Merge pull request #873 from alphagov/update-welsh-translations  Update Welsh tranlsations  https://www.pivotaltracker.com/story/show/56507296","2209","133422","69990","24287","13707","11465","7647"
"2013-09-18 15:16:39 +0100","Allow service removal on wwide org office contacts.","2207","133368","69939","24287","13704","11465","7647"
"2013-09-17 18:27:56 +0100","Try fixing tests again (sorry)","2207","133354","69922","24287","13704","11468","7647"
"2013-09-13 09:26:39 +0100","Switch to Ruby 1.9 hash syntax.","2204","133348","69899","24287","13734","11455","7647"
"2013-09-12 14:50:56 +0100","Sort policies by reverse chronological.","2194","132914","69620","24116","13748","11457","7647"
"2013-09-11 15:19:14 +0100","[+DH] Only send first line of import errors in CSV.  Database still holds the full stacktrace.","2662","138337","75073","24116","13724","11466","7647"
"2013-09-10 13:11:31 -0700","Merge pull request #835 from alphagov/56618324-closed-consultaiton-stale  Add a cron job to reindex the closing consultations  https://www.pivotaltracker.com/story/show/56618324","2661","138357","75070","24116","13747","11466","7647"
"2013-09-09 15:13:50 +0100","Correctly sort ""The .."" world location edge case.  Much as with organisations, this will only work in English.","2658","138163","74951","24116","13718","11448","7634"
"2013-09-06 16:49:26 +0100","Include contents on doc series page","2656","138024","74927","24014","13711","11442","7634"
"2013-09-05 13:46:45 -0700","Merge pull request #815 from alphagov/56368396-fix-worldwide-priority-links  Correct meta data url for worldwide priorities  https://www.pivotaltracker.com/story/show/56368396","2655","136806","74902","22841","13703","11430","7634"
"2013-09-02 14:02:05 +0000","Index document series on document series","2654","136809","74920","22841","13698","11422","7632"
"2013-08-27 13:52:42 +0000","Move documents in a series between groups","2651","136240","74807","22841","13682","11375","7622"
"2013-09-03 13:42:12 +0100","Update welsh transtion keys","2640","135747","74480","22841","13581","11282","7622"
"2013-08-30 15:24:12 +0100","Indentation to combat github edit interface","2639","135770","74503","22841","13581","11282","7622"
"2013-08-29 15:54:51 +0100","Update Publication to use first_pubished_at  This drops use of redundant publication_date attribute. We still have to actually drop the column from the database, but that should happen after this code is deployed.","2639","135316","74447","22474","13576","11256","7622"
"2013-08-28 15:55:28 +0100","Cache associated objects used in filter result pages  We cache on a per-item basis for 30 minutes. The total space used is of the order of 500-1000KB.  I've configured the in-memory cache for production which is a per-process cache store.","2641","135436","74560","22474","13583","11256","7622"
"2013-08-27 18:11:16 +0100","Dry up EditionPresenterHelper","2641","135067","74495","22474","13564","10777","7445"
"2013-08-22 16:40:02 +0100","Simplify admin state and type filters","2638","134998","74435","22474","13571","10777","7429"
"2013-08-19 15:09:14 +0100","Prevent publishing of publications without attachments  https://www.pivotaltracker.com/story/show/49121005  I didn't extend this feature up to Publicationesque as that doesn't include html attachments.  Adds a new unit test to check that publications can no longer be published without an attachment (no html_version or attachments).  The factory for publications in the test suite now includes an html_version so that publications it creates will continue to be valid for publishing. * The 'build' strategy should avoid an extra write to the database that   would slow our tests down.  Fix tests for optional html attachments. * Adds a without_html_version trait to allow reversing of the new   default behaviour of the factory. * Uses this trait to fix the two tests that rely on a lack of html_version  Fix test for new html version slug * Requirement for an attachment for published versions breaks this test. * This has been fixed by starting with a normal attachment and then   swapping it for an html attachment.  Removes the redundant publication trait with_html_version as this is no longer necessary given the publication factory now always adds an html_version.  Fixes and decouples the html slug test * The test was coupled to the title of the html set by the factory. This   patch breaks that dependency by setting the title explicitly. * This test was broken as the title in the (now removed)   with_html_version trait was different to the title in the html_version   factory that is now used instead.  Remove dependency on html trait in test ""should destroy html version when all fields are blank"" * This test is called for both consultation and publication; the trait no   longer exists for publication. * Replaced the trait with an explicit addition of an html version.  Cucumber fix - add html version to publication * Some of the cucumber tests publish publications as part of their steps;   this was broken by the requirement for an attachment on a publication. * This patch fills in an html version when filling in the publication form.  Cucumber fix - add an html version to test import data * The cucumber test ""Scenario: Force publishing a successful import after   speed-tagging"" was failing as the data supplied in the step did not have   any attachments. * As discussed with Robin the importer should enforce the same rules as   everything else so imported data will be expected to be valid. As   such the example data has been modified in this patch to included an   html version to make it valid.","2639","135015","74443","22474","13564","10777","7445"
"2013-08-21 04:18:13 -0700","Merge pull request #779 from alphagov/54342306-admin-menu-tweaks  https://www.pivotaltracker.com/story/show/54342306  54342306 admin menu tweaks","2632","135378","74663","22474","13848","10755","7354"
"2013-08-19 15:32:52 +0100","Search result visual tweaks","2641","135363","74585","22474","13784","10767","7441"
"2013-08-20 16:20:14 +0100","Performance improvement - add index to editions table  The editions #in_chronological_order and #in_reverse_chronological_order scopes both sort by the (public_timestamp, document_id) pair, but there was no single database index on that pair.  Adding an index significantly speeds up a lot of queries (from ~2000ms to ~30ms)","2630","135176","74519","22474","13818","10745","7336"
"2013-08-12 14:02:34 +0000","BulkUpload replaces attached files if filename matches  When a zip file contains files whose filenames match existing attachments on an edition, we shouldn't add new Attachments (which is what we were doing prior to this commit), but should keep the existing Attachment and assign it a new AttachmentData instance to store the new file.  BulkUpload is used in two scenarios:  1. When we've just unzipped a zip file and need to render a form, asking the    user to specify metadata for those attachments, and  2. When the user has just filled in a form with all these attachments which    generates a nested attributes compliant hash of attachment/attachment_data    parameters.  In (1) we take a list of filenames and hand it to the BulkUpload.from_files method. It'll find any existing attachments on the edition that have the same filename, take care of marking old attachments (with the same filename) as being replaced by this new attachment, and build new Attachment instances for any files that haven't previously been attached to this edition.  In (2) the rules are different; we'll have a hash of attributes for multiple attachments, in the format that Rails uses when you use nested attributes in Rails. We assign this hash to the (publicly accessible property) `attachments_attributes`. While we might like to pass the hash into a method named of our own choosing (e.g. `bulk_upload.set_attachments(attrs)`) we're stuck with saying `bulk_upload.attachments_attributes = attrs`. Why? Well, if we were to delete the `attachments_attributes=` method Rails will generate a form that will break Rack's parser when we submit it.  It's ""The Rails Way"" (TM), or the highway.","2628","135043","74546","22474","13811","10593","7335"
"2013-08-08 09:11:37 +0100","Updating copy and styles for admin header","2625","134472","74388","22474","13808","10524","6994"
"2013-08-14 01:33:30 -0700","Merge pull request #747 from alphagov/54897632-treat-consultations-with-blank-outcomes-as-not-concluded  Treat consultations with blank outcomes as not concluded  https://www.pivotaltracker.com/story/show/54897632","2624","134242","74149","22474","13785","10556","6994"
"2013-08-09 14:02:59 -0700","Merge pull request #748 from alphagov/54915576-reduce-default-cache-max-age-to-15-mins  Reduce default_cache_max_age to 15 minutes","2620","133866","74077","22473","13721","10326","6988"
"2013-08-08 16:43:39 +0100","Avoid #errors_as_draft having side-effects  The #errors_as_draft and #valid_as_draft? methods had side effects of modifying the object's #errors. This is potentially confusing.  This change avoids the side effects by cloning the original errors and putting them back again after errors_as_draft has run.  https://www.pivotaltracker.com/story/show/54457892","2620","134131","74357","22473","13729","10317","6974"
"2013-08-07 14:17:41 +0000","Explicitly name literal earameter to document_metadata","2605","133590","74053","22473","13621","10256","6909"
"2013-08-02 11:55:24 +0000","Rake task for copying policy topics to editions  Prior to this story Annoucement and Publicationesque instances were only related to topics via their policies. We now store the relationship with the topic explicitly for each announcement or publication. This rake task will copy the topics over into the classification_memberships table so that they'll be directly accessible in the `#topics` collection.","2604","132979","73802","22228","13591","10172","6908"
"2013-07-31 11:16:39 +0100","Fix metadata in strong tag not being bold","2606","133358","73793","22473","13655","10250","6909"
"2013-08-02 17:02:28 +0100","""View"" button on published documents to open in new tab  https://www.pivotaltracker.com/story/show/54468890","2602","132970","73796","22228","13591","10169","6908"
"2013-08-01 16:07:16 +0100","removing uk-atomic-energy-authority from colours","2586","131878","73292","21840","13497","10124","6847"
"2013-07-31 15:23:46 +0100","Repair schema.rb  Commit #883a3691e0e1f96e67b7bd4d69650f9ae3d406aa sent schema.rb out of whack with the reality on the server. This puts things back to how they should be.","2596","132634","73617","22228","13574","10076","6861"
"2013-07-31 01:43:14 -0700","Merge pull request #705 from alphagov/add-blogs-list-get-involved  https://www.pivotaltracker.com/story/show/53350923  Add blogs list get involved","2589","131856","73347","21840","13507","10037","6847"
"2013-07-30 14:12:03 +0100","Use correct hash syntax in migration","2589","131846","73347","21840","13497","10037","6847"
"2013-07-26 11:24:09 +0100","Remove doubled up class","2585","131534","73223","21669","13492","10025","6847"
"2013-07-26 16:44:04 +0100","Remove Response#published?  We shouldn't pretend that we have scheduling of responses. If a response needs to be scheduled, this should be done using the scheduling feature on the consultation itself.  This commit also cleans up the remaining test failures.","2585","131585","73200","21669","13478","10118","6842"
"2013-07-25 16:45:44 +0100","Pull out consultation response to separate tab  This implements the basic CRUD for adding and editing consultation responses outside of the main edition form","2584","131998","73613","21669","13474","10122","6842"
"2013-07-22 08:49:09 -0700","Merge pull request #687 from alphagov/inside-gov-green-rollout  Inside gov green rollout","2579","132042","73465","21669","13523","10265","6842"
"2013-07-22 10:03:52 +0000","Allow HoC metadata on consultations","2579","132031","73454","21669","13529","10259","6842"
"2013-07-19 22:09:32 +0100","Redirect moved attachments using 301 permanent  They've been explicitly moved/replaced, no need to pretend it's only temporary.","2576","131681","73392","21379","13531","10259","6842"
"2013-07-19 10:42:41 +0000","Update loaction of player container","2560","129146","73535","18998","13391","10182","6762"
"2013-07-17 16:08:08 +0100","Tidy up layout of bulk upload titles setting page","2576","129306","73391","18949","13511","10342","6835"
"2013-07-16 14:18:57 +0000","Don't show edit/delete links on reviewer's attachments tab","2574","129213","73393","18949","13467","10326","6800"
"2013-07-13 11:19:37 +0100","Simplify BulkUpload::ZipFile  There's no need to inject the root dir as it never changes for a given environment. Also moved the act of creating the main root directory to the initializer so it is only called once, rather than in the instance intialize method.","2573","129101","73330","18949","13437","10307","6800"
"2013-07-09 16:21:44 +0100","Adding attachments using new workflow  This gets the basics working. The existing forms are still present in the UI for the moment. We'll refactor those in a later commit so just the attachment information is listed without the form fields. We are also ignoring the handling of consultation responses for now, we'll get them working with the new workflow in a later commit.","2566","129366","73636","18949","13417","10286","6800"
"2013-07-16 09:42:26 +0000","World location news doesn't have organisations  World location news has world organisations not organisations. They are displayed differently on the frontend.  We do still however want the right default news image for the first world organisation.  https://www.pivotaltracker.com/story/show/53086407","2560","129064","73436","18949","13393","10246","6762"
"2013-07-12 15:42:37 +0100","Remove padding-right from right-to-left embassy addresses  https://www.pivotaltracker.com/story/show/53299771","2560","129080","73451","18949","13391","10249","6762"
"2013-07-11 14:52:50 +0100","remove lead-in class","2559","128887","73371","18949","13378","10149","6762"
"2013-07-10 11:32:10 +0100","Close consultation filter should also include outcome","2555","128483","73019","18851","13368","10094","6874"
"2013-07-09 09:59:17 +0100","update all respond now to read and respond for consultations on get involved page  https://www.pivotaltracker.com/story/show/48988875","2555","128613","73022","18949","13379","10110","6874"
"2013-07-08 12:54:32 +0000",".DS_Store ignored","2555","128463","73018","18851","13367","10076","6874"
"2013-06-28 15:29:42 +0000","Render Markdown for about page body in admin UI","2555","128443","72998","18851","13368","10075","6874"
"2013-07-05 11:51:11 +0100","Update incorrect capitalisations in whitehall admin  https://www.pivotaltracker.com/story/show/52784293","2536","128032","72811","18851","13216","10003","6874"
"2013-07-03 13:53:52 +0100","Add org acronyms to admin drop downs  https://www.pivotaltracker.com/story/show/43042275","2531","127825","72600","18852","13211","10022","6863"
